participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,,,,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,,,,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,,,,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,,,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started,
068653,,,,,,,,,2119.972306400072,,,239.9502823698601,9.820371799985878,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2131.816382100107,2119.962320300052,,,5,0,5,0,0,0,0,3,,,,2023.2.3,,,,Another official testified that he received money from the defendant with a note regarding the zoning laws,The defendant withdrew from his investments before the bribery occurred,criticalInculp,14,Bribery for zoning laws,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has been convicted for tax evasion,A zoning board clerk saw the defendant give an envelope matching the bribe envelope,Bank records of the defendant indicate a recent sale for 43k,DNA under the flap did not belong to the defendant,,,,,2026-04-21_11h58.03.704,The defendant's assistant testified to sealing the envelope for the defendant,A thank you note was discovered inside the confiscated envelope,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2131.826769300038,,,239.9502823698601,3.1797705000499263,No,,Not Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2138.4832835000707,2131.8165355999954,,,6,0,6,3,0,0,0,3,,,,2023.2.3,,,,Another official testified that he received money from the defendant with a note regarding the zoning laws,The defendant withdrew from his investments before the bribery occurred,minorExculp,14,Bribery for zoning laws,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has been convicted for tax evasion,A zoning board clerk saw the defendant give an envelope matching the bribe envelope,Bank records of the defendant indicate a recent sale for 43k,DNA under the flap did not belong to the defendant,,,,,2026-04-21_11h58.03.704,The defendant's assistant testified to sealing the envelope for the defendant,A thank you note was discovered inside the confiscated envelope,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2138.4936728000175,,,239.9502823698601,2.287765800021589,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142.221247200039,2138.4834327000426,,,7,0,7,7,0,0,0,3,,,,2023.2.3,,,,Another official testified that he received money from the defendant with a note regarding the zoning laws,The defendant withdrew from his investments before the bribery occurred,evidence4,14,Bribery for zoning laws,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has been convicted for tax evasion,A zoning board clerk saw the defendant give an envelope matching the bribe envelope,Bank records of the defendant indicate a recent sale for 43k,DNA under the flap did not belong to the defendant,,,,,2026-04-21_11h58.03.704,The defendant's assistant testified to sealing the envelope for the defendant,A thank you note was discovered inside the confiscated envelope,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2144.1989858000306,,,239.9502823698601,2.057572599966079,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2147.608850900084,2144.1811042000772,2144.1781990000745,2142.2214213000843,0,0,0,7,1,0,1,5,,,,2023.2.3,,,,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,evidence4,19,Reckless discharge of a firearm,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,,,,2026-04-21_11h58.03.704,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2147.6233440000797,,,239.9502823698601,4.649654099950567,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2153.5204354000743,2147.609073800035,,,1,0,1,0,1,0,1,5,,,,2023.2.3,,,,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,criticalInculp,19,Reckless discharge of a firearm,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,,,,2026-04-21_11h58.03.704,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2153.531033,,,239.9502823698601,4.159399299998768,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2158.8541988000507,2153.520588400075,,,2,0,2,3,1,0,1,5,,,,2023.2.3,,,,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,minorExculp,19,Reckless discharge of a firearm,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,,,,2026-04-21_11h58.03.704,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2158.864508100087,,,239.9502823698601,2.429193799966015,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162.562697,2158.8543569000904,,,3,0,3,1,1,0,1,5,,,,2023.2.3,,,,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,criticalExculp,19,Reckless discharge of a firearm,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,,,,2026-04-21_11h58.03.704,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2162.5729509000666,,,239.9502823698601,2.729931600042619,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2166.337773200008,2162.562849100097,,,4,0,4,6,1,0,1,5,,,,2023.2.3,,,,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,evidence3,19,Reckless discharge of a firearm,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,,,,2026-04-21_11h58.03.704,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2166.3479213000974,,,239.9502823698601,5.755033399909735,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2173.112418200006,2166.3379305000417,,,5,0,5,5,1,0,1,5,,,,2023.2.3,,,,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,evidence2,19,Reckless discharge of a firearm,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,,,,2026-04-21_11h58.03.704,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2173.123174700071,,,239.9502823698601,2.4049100999254733,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2176.3707263000542,2173.1125672000926,,,6,0,6,4,1,0,1,5,,,,2023.2.3,,,,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,evidence1,19,Reckless discharge of a firearm,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,,,,2026-04-21_11h58.03.704,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2176.3815382000757,,,239.9502823698601,1.808411700068973,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178.904189600027,2176.3708749000216,,,7,0,7,2,1,0,1,5,,,,2023.2.3,,,,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,minorInculp,19,Reckless discharge of a firearm,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,,,,2026-04-21_11h58.03.704,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2180.4792083000066,,,239.9502823698601,5.533158699981868,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2187.2348668000195,2180.461305200006,2180.458206500043,2178.904368999996,0,0,0,6,2,0,2,4,,,,2023.2.3,,,,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence3,18,Human trafficking,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,,,,2026-04-21_11h58.03.704,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2187.2495737000136,,,239.9502823698601,1.8951559999259189,Yes,,Not Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190.9256573000457,2187.23509,,,1,0,1,1,2,0,2,4,,,,2023.2.3,,,,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,criticalExculp,18,Human trafficking,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,,,,2026-04-21_11h58.03.704,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2190.9360114000738,,,239.9502823698601,3.742193999933079,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195.4675591000123,2190.9258121000603,,,2,0,2,7,2,0,2,4,,,,2023.2.3,,,,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence4,18,Human trafficking,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,,,,2026-04-21_11h58.03.704,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2195.4824915000936,,,239.9502823698601,2.3744721,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199.000989,2195.4677084001014,,,3,0,3,0,2,0,2,4,,,,2023.2.3,,,,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,criticalInculp,18,Human trafficking,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,,,,2026-04-21_11h58.03.704,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2199.015984800062,,,239.9502823698601,3.193491999991238,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203.0718399001053,2199.001145400107,,,4,0,4,4,2,0,2,4,,,,2023.2.3,,,,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence1,18,Human trafficking,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,,,,2026-04-21_11h58.03.704,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2203.0867628999986,,,239.9502823698601,2.1004860000684857,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206.6267149000196,2203.071986700059,,,5,0,5,2,2,0,2,4,,,,2023.2.3,,,,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,minorInculp,18,Human trafficking,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,,,,2026-04-21_11h58.03.704,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2206.6413398000877,,,239.9502823698601,3.7304690000601113,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211.2677208000096,2206.626865099999,,,6,0,6,5,2,0,2,4,,,,2023.2.3,,,,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence2,18,Human trafficking,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,,,,2026-04-21_11h58.03.704,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2211.2784103000304,,,239.9502823698601,3.034238399937749,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215.234460100066,2211.2678725000005,,,7,0,7,3,2,0,2,4,,,,2023.2.3,,,,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,minorExculp,18,Human trafficking,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,,,,2026-04-21_11h58.03.704,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2216.7419826000696,,,239.9502823698601,4.922254899982363,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2223.1845899000764,2216.7235603000736,2216.721045800019,2215.2346281000646,0,0,0,1,3,0,3,7,,,,2023.2.3,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,criticalExculp,22,Infant abduction,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-21_11h58.03.704,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2223.195270300028,,,239.9502823698601,3.6100154999876395,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2227.6138603000436,2223.184806800098,,,1,0,1,6,3,0,3,7,,,,2023.2.3,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,evidence3,22,Infant abduction,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-21_11h58.03.704,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2227.624545800034,,,239.9502823698601,1.9968699000310153,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230.6724767000414,2227.6140090000117,,,2,0,2,0,3,0,3,7,,,,2023.2.3,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,criticalInculp,22,Infant abduction,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-21_11h58.03.704,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2230.683061800082,,,239.9502823698601,2.750440699979663,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2234.080639800057,2230.672638799995,,,3,0,3,5,3,0,3,7,,,,2023.2.3,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,evidence2,22,Infant abduction,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-21_11h58.03.704,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2234.090840900084,,,239.9502823698601,1.762771000037901,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2236.530594300013,2234.080788500025,,,4,0,4,7,3,0,3,7,,,,2023.2.3,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,evidence4,22,Infant abduction,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-21_11h58.03.704,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2236.5413048000773,,,239.9502823698601,3.3803127000574023,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.8856743000215,2236.530745099997,,,5,0,5,3,3,0,3,7,,,,2023.2.3,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,minorExculp,22,Infant abduction,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-21_11h58.03.704,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2240.900623399997,,,239.9502823698601,5.139751699985936,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247.6639693001052,2240.8858310000505,,,6,0,6,4,3,0,3,7,,,,2023.2.3,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,evidence1,22,Infant abduction,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-21_11h58.03.704,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2247.674638400087,,,239.9502823698601,3.354709100094624,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2252.819861300057,2247.664120600093,,,7,0,7,2,3,0,3,7,,,,2023.2.3,,,,A witness testified that the defendant was seen carrying around a large bag,The defendant was never seen entering the maternity ward,minorInculp,22,Infant abduction,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,A prominent leader testified that the defendant is a truthful person,A nurse testified that the defendant was on a different floor when alarms went off,An expert witness testified security cameras show the defendant leaving with baby,DNA matched the defendant's found from bathroom near ER,,,,,2026-04-21_11h58.03.704,The defendant recently had a miscarriage,The baby carried out by the defendant was shown to be a different baby,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2254.221903000027,,,239.9502823698601,1.7099571999860927,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256.6318038000027,2254.207719600061,2254.2051163000287,2252.820041900035,0,0,0,7,4,0,4,8,,,,2023.2.3,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,evidence4,24,Mortgage Fraud,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-21_11h58.03.704,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2256.646640900057,,,239.9502823698601,0.7630394999869168,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2258.0479027000256,2256.6320262000663,,,1,0,1,4,4,0,4,8,,,,2023.2.3,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,evidence1,24,Mortgage Fraud,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-21_11h58.03.704,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2258.0585598000325,,,239.9502823698601,5.346717100008391,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264.106410600012,2258.048063100083,,,2,0,2,1,4,0,4,8,,,,2023.2.3,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,criticalExculp,24,Mortgage Fraud,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-21_11h58.03.704,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2264.121363300015,,,239.9502823698601,1.3005579001037404,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266.1145790000446,2264.1065607001074,,,3,0,3,2,4,0,4,8,,,,2023.2.3,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,minorInculp,24,Mortgage Fraud,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-21_11h58.03.704,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2266.125171200023,,,239.9502823698601,3.0876275999471545,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2270.839868,2266.1147250001086,,,4,0,4,5,4,0,4,8,,,,2023.2.3,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,evidence2,24,Mortgage Fraud,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-21_11h58.03.704,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
