participant,rank,realrate.response,thisN,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqTrials.vviqResponse.response,vviqResponse.response,trials.verdict.response,trials.realrate.response,trials.casestrength.response,surpriseTestLoopSmall.evidenceUsedResponse.rt,surpriseTestLoopSmall.evidenceUsedResponse.response,surpriseTestLoopSmall.confidenceLevel.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consentInfiniteLoop.consented_button.numClicks,confidenceLevel.response,casestrength.response,witnessInc,witnessExc,witnessAmb,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,trials.responseTextBox.text,thisTrialN,thisRepN,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,–,physicalExc,physicalAmb,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,documentInc,documentExc,documentAmb,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,consentInfiniteLoop.consented_button.timesOn,consentInfiniteLoop.consented_button.timesOff,condition,characterVirtue,characterInc,characterExc,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
83890,,,3,,,,,,,3268.228574,,,,,,4.3406858,No,Very Confident,,60,4.3406858,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,3273.641626,3268.222791,,,3,0,3,0,1,0,1,4,,,,2024.2.4,,,,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,criticalInculp,18,Human trafficking,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,,,,2026-04-09_13h59.59.602,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,4,,,,,,,3273.649549,,,,,,3.1700154,Yes,Very Confident,,60,3.1700154,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,3280.316754,3273.643617,,,4,0,4,7,1,0,1,4,,,,2024.2.4,,,,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence4,18,Human trafficking,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,,,,2026-04-09_13h59.59.602,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,5,,,,,,,3280.324758,,,,,,2.106744,Yes,Very Confident,,60,2.106744,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,3283.554356,3280.318774,,,5,0,5,5,1,0,1,4,,,,2024.2.4,,,,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence2,18,Human trafficking,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,,,,2026-04-09_13h59.59.602,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,6,,,,,,,3283.562294,,,,,,2.6399739,Yes,Very Confident,,60,2.6399739,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,3286.737688,3283.556418,,,6,0,6,4,1,0,1,4,,,,2024.2.4,,,,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence1,18,Human trafficking,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,,,,2026-04-09_13h59.59.602,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,7,,,,,,,3286.745733,,,,,,2.8861316,No,Very Confident,,60,2.8861316,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,3290.455477,3286.739609,,,7,0,7,3,1,0,1,4,,,,2024.2.4,,,,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,minorExculp,18,Human trafficking,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,,,,2026-04-09_13h59.59.602,The defendant had a burner phone in possession.,The soda can was shown to be planted at the rest site,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,0,,,,,,,3292.909995,,,,,,4.2749814,Yes,Very Confident,,60,4.2749814,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,3297.796388,3292.897762,3292.889308,3290.459039,0,0,0,5,2,0,2,9,,,,2024.2.4,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,evidence2,30,Multiple Vehicular Homicide,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-09_13h59.59.602,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,1,,,,,,,3297.804306,,,,,,1.7194567,Yes,Very Confident,,60,1.7194567,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,3299.971378,3297.799206,,,1,0,1,4,2,0,2,9,,,,2024.2.4,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,evidence1,30,Multiple Vehicular Homicide,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-09_13h59.59.602,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,2,,,,,,,3299.979361,,,,,,2.2151501,Yes,Very Confident,,60,2.2151501,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,3302.575565,3299.973353,,,2,0,2,7,2,0,2,9,,,,2024.2.4,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,evidence4,30,Multiple Vehicular Homicide,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-09_13h59.59.602,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,3,,,,,,,3302.583622,,,,,,2.2734904,No,Very Confident,,60,2.2734904,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,3306.297651,3302.57756,,,3,0,3,3,2,0,2,9,,,,2024.2.4,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,minorExculp,30,Multiple Vehicular Homicide,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-09_13h59.59.602,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,4,,,,,,,3306.309785,,,,,,3.0638771,Yes,Very Confident,,60,3.0638771,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,3309.871703,3306.299839,,,4,0,4,6,2,0,2,9,,,,2024.2.4,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,evidence3,30,Multiple Vehicular Homicide,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-09_13h59.59.602,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,5,,,,,,,3309.879655,,,,,,2.0315789,No,Very Confident,,60,2.0315789,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,3312.442517,3309.873759,,,5,0,5,2,2,0,2,9,,,,2024.2.4,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,minorInculp,30,Multiple Vehicular Homicide,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-09_13h59.59.602,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,6,,,,,,,3312.450502,,,,,,2.4695342,No,Very Confident,,60,2.4695342,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,3315.489893,3312.444341,,,6,0,6,1,2,0,2,9,,,,2024.2.4,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,criticalExculp,30,Multiple Vehicular Homicide,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-09_13h59.59.602,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,7,,,,,,,3315.501294,,,,,,2.7324631,No,Very Confident,,60,2.7324631,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,3318.813478,3315.493958,,,7,0,7,0,2,0,2,9,,,,2024.2.4,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,criticalInculp,30,Multiple Vehicular Homicide,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-09_13h59.59.602,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,0,,,,,,,3320.739821,,,,,,5.1701968,Yes,Very Confident,,60,5.1701968,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,3326.517837,3320.728065,3320.719145,3318.817177,0,0,0,4,3,0,3,2,,,,2024.2.4,,,,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,evidence1,6,Shoplifting a set of clothes while buying extra groceries,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,,,,2026-04-09_13h59.59.602,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,1,,,,,,,3326.526046,,,,,,4.4191337,No,Very Confident,,60,4.4191337,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,3331.605716,3326.520054,,,1,0,1,2,3,0,3,2,,,,2024.2.4,,,,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,minorInculp,6,Shoplifting a set of clothes while buying extra groceries,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,,,,2026-04-09_13h59.59.602,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,2,,,,,,,3331.613665,,,,,,4.8109112,No,Moderately Confident,,60,4.8109112,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,3337.005818,3331.607616,,,2,0,2,0,3,0,3,2,,,,2024.2.4,,,,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,criticalInculp,6,Shoplifting a set of clothes while buying extra groceries,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,,,,2026-04-09_13h59.59.602,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,3,,,,,,,3337.013792,,,,,,3.706642,Yes,Very Confident,,60,3.706642,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,3341.126786,3337.007836,,,3,0,3,7,3,0,3,2,,,,2024.2.4,,,,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,evidence4,6,Shoplifting a set of clothes while buying extra groceries,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,,,,2026-04-09_13h59.59.602,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,4,,,,,,,3341.134662,,,,,,2.3523068,No,Very Confident,,60,2.3523068,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,3345.301897,3341.128874,,,4,0,4,1,3,0,3,2,,,,2024.2.4,,,,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,criticalExculp,6,Shoplifting a set of clothes while buying extra groceries,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,,,,2026-04-09_13h59.59.602,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,5,,,,,,,3345.309833,,,,,,5.7482239,No,Very Confident,,60,5.7482239,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,3351.839341,3345.303997,,,5,0,5,3,3,0,3,2,,,,2024.2.4,,,,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,minorExculp,6,Shoplifting a set of clothes while buying extra groceries,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,,,,2026-04-09_13h59.59.602,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,6,,,,,,,3351.847348,,,,,,2.5064435,Yes,Very Confident,,60,2.5064435,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,3354.772767,3351.841685,,,6,0,6,6,3,0,3,2,,,,2024.2.4,,,,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,evidence3,6,Shoplifting a set of clothes while buying extra groceries,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,,,,2026-04-09_13h59.59.602,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,7,,,,,,,3354.780721,,,,,,2.8024951,Yes,Very Confident,,60,2.8024951,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,3357.986106,3354.774918,,,7,0,7,5,3,0,3,2,,,,2024.2.4,,,,Security cameras showed store tags on the clothes the defendant was wearing,The defendant had a later event to attend and changed in the store for it,evidence2,6,Shoplifting a set of clothes while buying extra groceries,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that she was prone to theft,A cashier testified that the defendant did not buy the groceries on the defendant's receipt,A receipt was found in the defendant's apartment time stamped around time of theft,Torn packages in changing room had the defendant's fingerprint,,,,,2026-04-09_13h59.59.602,The cashier later claimed that she was unsure of her memory,The credentials on the receipt did not match the defendant's identity,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,0,,,,,,,3360.206155,,,,,,3.1308669,No,Very Confident,,60,3.1308669,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,3364.165877,3360.200781,3360.193884,3357.989693,0,0,0,3,4,0,4,0,,,,2024.2.4,,,,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,minorExculp,28,First degree murder through arson,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that he is not a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for a gas can matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,,,,2026-04-09_13h59.59.602,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,1,,,,,,,3364.182038,,,,,,7.4745173,No,Moderately Confident,,60,7.4745173,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,3372.077356,3364.169857,,,1,0,1,2,4,0,4,0,,,,2024.2.4,,,,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,minorInculp,28,First degree murder through arson,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that he is not a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for a gas can matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,,,,2026-04-09_13h59.59.602,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,2,,,,,,,3372.085304,,,,,,2.8358627,Yes,Very Confident,,60,2.8358627,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,3375.254019,3372.079411,,,2,0,2,7,4,0,4,0,,,,2024.2.4,,,,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,evidence4,28,First degree murder through arson,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that he is not a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for a gas can matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,,,,2026-04-09_13h59.59.602,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,3,,,,,,,3375.265381,,,,,,4.5432116,No,Very Confident,,60,4.5432116,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,3380.223319,3375.257101,,,3,0,3,0,4,0,4,0,,,,2024.2.4,,,,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,criticalInculp,28,First degree murder through arson,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that he is not a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for a gas can matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,,,,2026-04-09_13h59.59.602,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,4,,,,,,,3380.231345,,,,,,2.6816923,Yes,Very Confident,,60,2.6816923,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,3383.294335,3380.225438,,,4,0,4,5,4,0,4,0,,,,2024.2.4,,,,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,evidence2,28,First degree murder through arson,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that he is not a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for a gas can matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,,,,2026-04-09_13h59.59.602,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,5,,,,,,,3383.302258,,,,,,2.1524971,Yes,Very Confident,,60,2.1524971,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,3385.902703,3383.296611,,,5,0,5,6,4,0,4,0,,,,2024.2.4,,,,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,evidence3,28,First degree murder through arson,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that he is not a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for a gas can matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,,,,2026-04-09_13h59.59.602,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,6,,,,,,,3385.910687,,,,,,2.5693952,No,Very Confident,,60,2.5693952,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,3389.265252,3385.904658,,,6,0,6,1,4,0,4,0,,,,2024.2.4,,,,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,criticalExculp,28,First degree murder through arson,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that he is not a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for a gas can matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,,,,2026-04-09_13h59.59.602,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,7,,,,,,,3389.273269,,,,,,2.2859253,Yes,Very Confident,,60,2.2859253,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,3392.227882,3389.267374,,,7,0,7,4,4,0,4,0,,,,2024.2.4,,,,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,evidence1,28,First degree murder through arson,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that he is not a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for a gas can matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,,,,2026-04-09_13h59.59.602,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,0,,,,,,,3393.957334,,,,,,2.0524194,No,Very Confident,,60,2.0524194,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,3396.604445,3393.950937,3393.94471,3392.231144,0,0,0,2,5,0,5,5,,,,2024.2.4,,,,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,minorInculp,19,Reckless discharge of a firearm,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,,,,2026-04-09_13h59.59.602,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
